[2024-11-06 21:39:07] [INFO    ] discord.client: logging in using static token
[2024-11-06 21:40:08] [DEBUG   ] discord.client: Dispatching event wavelink_stats_update
[2024-11-06 21:40:12] [DEBUG   ] discord.client: Dispatching event wavelink_player_update
[2024-11-06 21:40:17] [DEBUG   ] discord.client: Dispatching event wavelink_player_update
[2024-11-06 21:40:22] [DEBUG   ] discord.client: Dispatching event wavelink_player_update
[2024-11-06 21:40:27] [DEBUG   ] discord.client: Dispatching event wavelink_player_update
[2024-11-06 21:40:31] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2024-11-06 21:40:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2024-11-06 21:40:32] [DEBUG   ] discord.client: Dispatching event wavelink_player_update
[2024-11-06 21:40:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 13, 'op': 0, 'd': {'user_id': '978320542195138660', 'timestamp': 1730925637, 'member': {'user': {'username': 'locxisz', 'public_flags': 4194304, 'id': '978320542195138660', 'global_name': 'ₗₒcₓᵢₛz', 'display_name': 'ₗₒcₓᵢₛz', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'feaf81cb9f375da790cf41c8c37ed527'}, 'roles': ['1282262866715476041', '1287363671051210785'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-30T12:06:19.030000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1279049561280872511', 'guild_id': '1279049561280872508'}}
[2024-11-06 21:40:36] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-11-06 21:40:36] [DEBUG   ] discord.client: Dispatching event typing
[2024-11-06 21:40:36] [DEBUG   ] discord.client: Dispatching event raw_typing
[2024-11-06 21:40:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 14, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-11-06T20:40:37.299000+00:00', 'pinned': False, 'nonce': '1303821363106021376', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1282262866715476041', '1287363671051210785'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-30T12:06:19.030000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1303821365224411188', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!play https://youtube.com/playlist?list=PLRhunSKoxxzYQfup4QdnuYUbkqN1MxVFX&si=F9MoW_d4lWrYFgsz', 'components': [], 'channel_id': '1279049561280872511', 'author': {'username': 'locxisz', 'public_flags': 4194304, 'id': '978320542195138660', 'global_name': 'ₗₒcₓᵢₛz', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': 'feaf81cb9f375da790cf41c8c37ed527'}, 'attachments': [], 'guild_id': '1279049561280872508'}}
[2024-11-06 21:40:37] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-11-06 21:40:37] [DEBUG   ] discord.client: Dispatching event message
[2024-11-06 21:40:37] [DEBUG   ] discord.client: Dispatching event command
[2024-11-06 21:40:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 15, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-11-06T20:40:37.299000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1282262866715476041', '1287363671051210785'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-30T12:06:19.030000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1303821365224411188', 'flags': 0, 'embeds': [{'url': 'https://youtube.com/playlist?list=PLRhunSKoxxzYQfup4QdnuYUbkqN1MxVFX&si=F9MoW_d4lWrYFgsz', 'type': 'link', 'title': 'Brazilian Phonk 2024 - Best Brazilian Phonk Songs 2024-2025 (Top Ph...', 'thumbnail': {'width': 480, 'url': 'https://i.ytimg.com/vi/kmACQHStmS0/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCAoR1e4fCWqcPt-6Vok4Rry_mTCw&days_since_epoch=20033', 'proxy_url': 'https://images-ext-1.discordapp.net/external/9I8OT-Rv4X3Xia2ELbUschp4Y1_A0zXX3OnjFxq2T6U/%3Fsqp%3D-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE%3D%26rs%3DAOn4CLCAoR1e4fCWqcPt-6Vok4Rry_mTCw%26days_since_epoch%3D20033/https/i.ytimg.com/vi/kmACQHStmS0/hqdefault.jpg', 'placeholder_version': 1, 'placeholder': 'E1cGDIJXBuxnp3mUeH4Ghpe/hg==', 'height': 270, 'flags': 0}, 'provider': {'name': 'YouTube'}, 'description': 'Brazilian Phonk 2024 - Best Brazilian Phonk Songs 2024-2025 (Top Phonk Music 2024 Brazil) If you liked this playlist, we recommend you also listen to these m...'}], 'edited_timestamp': None, 'content': '!play https://youtube.com/playlist?list=PLRhunSKoxxzYQfup4QdnuYUbkqN1MxVFX&si=F9MoW_d4lWrYFgsz', 'components': [], 'channel_id': '1279049561280872511', 'author': {'username': 'locxisz', 'public_flags': 4194304, 'id': '978320542195138660', 'global_name': 'ₗₒcₓᵢₛz', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': 'feaf81cb9f375da790cf41c8c37ed527'}, 'attachments': [], 'guild_id': '1279049561280872508'}}
[2024-11-06 21:40:37] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-11-06 21:40:37] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2024-11-06 21:40:37] [DEBUG   ] discord.client: Dispatching event message_edit
[2024-11-06 21:40:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-11-06T20:40:37.797000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1287363807815143426', '1279050845316710444'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-30T12:11:25.199000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1303821367312908393', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Added to queue', 'description': '**``Brazilian Phonk 2024 - Best Brazilian Phonk Songs 2024-2025 (Top Phonk Music 2024 Brazil)``** added to queue by None', 'content_scan_version': 0, 'color': 10938130}], 'edited_timestamp': None, 'content': '', 'components': [{'type': 1, 'id': 1, 'components': [{'type': 2, 'style': 3, 'label': 'return', 'id': 2, 'emoji': {'name': 'return_button', 'id': '1303816930402238546'}, 'custom_id': '50c6c27532da08b70c78ae0b684f61ab'}, {'type': 2, 'style': 4, 'label': 'stop', 'id': 3, 'emoji': {'name': 'stop_button', 'id': '1303776558833467392'}, 'custom_id': 'bb9d47dbcf7902324dcc231320437a12'}, {'type': 2, 'style': 3, 'label': 'pause', 'id': 4, 'emoji': {'name': 'pause_button', 'id': '1303776999864799313'}, 'custom_id': '48e2b502e4186e3392dfa6a591912c22'}, {'type': 2, 'style': 3, 'label': 'skip', 'id': 5, 'emoji': {'name': 'skip_button', 'id': '1303784286603972679'}, 'custom_id': '98dc5183fba2c91a73a3f4edabbe7cb9'}, {'type': 2, 'style': 1, 'label': 'DJ mode', 'id': 6, 'emoji': {'name': 'dj_button', 'id': '1303814947242770436'}, 'custom_id': '71187c0595dc54c330ce13eac833e625'}]}], 'channel_id': '1279049561280872511', 'author': {'username': 'sky', 'public_flags': 0, 'id': '1252996765557194822', 'global_name': None, 'discriminator': '0164', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c17e5c6d99e029cf81f86037d29e38c9'}, 'attachments': [], 'guild_id': '1279049561280872508'}}
[2024-11-06 21:40:37] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-11-06 21:40:37] [DEBUG   ] discord.client: Dispatching event message
[2024-11-06 21:40:37] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1279049561280872511/messages with {"embeds":[{"color":10938130,"type":"rich","description":"**``Brazilian Phonk 2024 - Best Brazilian Phonk Songs 2024-2025 (Top Phonk Music 2024 Brazil)``** added to queue by None","title":"Added to queue"}],"content":null,"components":[{"type":1,"components":[{"type":2,"style":3,"disabled":false,"label":"return","custom_id":"50c6c27532da08b70c78ae0b684f61ab","emoji":{"id":1303816930402238546,"name":"return_button"}},{"type":2,"style":4,"disabled":false,"label":"stop","custom_id":"bb9d47dbcf7902324dcc231320437a12","emoji":{"id":1303776558833467392,"name":"stop_button"}},{"type":2,"style":3,"disabled":false,"label":"pause","custom_id":"48e2b502e4186e3392dfa6a591912c22","emoji":{"id":1303776999864799313,"name":"pause_button"}},{"type":2,"style":3,"disabled":false,"label":"skip ","custom_id":"98dc5183fba2c91a73a3f4edabbe7cb9","emoji":{"id":1303784286603972679,"name":"skip_button"}},{"type":2,"style":1,"disabled":false,"label":"DJ mode","custom_id":"71187c0595dc54c330ce13eac833e625","emoji":{"id":1303814947242770436,"name":"dj_button"}}]}],"tts":false} has returned 200
[2024-11-06 21:40:37] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1279049561280872511/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'Added to queue', 'description': '**``Brazilian Phonk 2024 - Best Brazilian Phonk Songs 2024-2025 (Top Phonk Music 2024 Brazil)``** added to queue by None', 'color': 10938130, 'content_scan_version': 0}], 'timestamp': '2024-11-06T20:40:37.797000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [{'type': 1, 'id': 1, 'components': [{'type': 2, 'id': 2, 'custom_id': '50c6c27532da08b70c78ae0b684f61ab', 'style': 3, 'label': 'return', 'emoji': {'id': '1303816930402238546', 'name': 'return_button'}}, {'type': 2, 'id': 3, 'custom_id': 'bb9d47dbcf7902324dcc231320437a12', 'style': 4, 'label': 'stop', 'emoji': {'id': '1303776558833467392', 'name': 'stop_button'}}, {'type': 2, 'id': 4, 'custom_id': '48e2b502e4186e3392dfa6a591912c22', 'style': 3, 'label': 'pause', 'emoji': {'id': '1303776999864799313', 'name': 'pause_button'}}, {'type': 2, 'id': 5, 'custom_id': '98dc5183fba2c91a73a3f4edabbe7cb9', 'style': 3, 'label': 'skip', 'emoji': {'id': '1303784286603972679', 'name': 'skip_button'}}, {'type': 2, 'id': 6, 'custom_id': '71187c0595dc54c330ce13eac833e625', 'style': 1, 'label': 'DJ mode', 'emoji': {'id': '1303814947242770436', 'name': 'dj_button'}}]}], 'resolved': {'users': {}, 'members': {}, 'channels': {}, 'roles': {}}, 'id': '1303821367312908393', 'channel_id': '1279049561280872511', 'author': {'id': '1252996765557194822', 'username': 'sky', 'avatar': 'c17e5c6d99e029cf81f86037d29e38c9', 'discriminator': '0164', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': 'c17e5c6d99e029cf81f86037d29e38c9', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'banner_color': None, 'clan': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}
[2024-11-06 21:40:37] [DEBUG   ] discord.client: Dispatching event command_error
[2024-11-06 21:40:37] [ERROR   ] discord.ext.commands.bot: Ignoring exception in command play
Traceback (most recent call last):
  File "C:\Users\locxi\Desktop\code_project\python_project\bot_discord_music_for_buy\.venv\Lib\site-packages\discord\ext\commands\core.py", line 235, in wrapped
    ret = await coro(*args, **kwargs)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\locxi\Desktop\code_project\python_project\bot_discord_music_for_buy\commands\play_test.py", line 142, in play
    return await player.play(track, volume=20)
                             ^^^^^
UnboundLocalError: cannot access local variable 'track' where it is not associated with a value

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\locxi\Desktop\code_project\python_project\bot_discord_music_for_buy\.venv\Lib\site-packages\discord\ext\commands\bot.py", line 1366, in invoke
    await ctx.command.invoke(ctx)
  File "C:\Users\locxi\Desktop\code_project\python_project\bot_discord_music_for_buy\.venv\Lib\site-packages\discord\ext\commands\core.py", line 1029, in invoke
    await injected(*ctx.args, **ctx.kwargs)  # type: ignore
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\locxi\Desktop\code_project\python_project\bot_discord_music_for_buy\.venv\Lib\site-packages\discord\ext\commands\core.py", line 244, in wrapped
    raise CommandInvokeError(exc) from exc
discord.ext.commands.errors.CommandInvokeError: Command raised an exception: UnboundLocalError: cannot access local variable 'track' where it is not associated with a value
[2024-11-06 21:40:37] [DEBUG   ] discord.client: Dispatching event wavelink_player_update
[2024-11-06 21:40:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 17, 'op': 0, 'd': {'version': 1, 'type': 3, 'token': 'aW50ZXJhY3Rpb246MTMwMzgyMTM3OTI0NTcwNzMzNTozdXRldlRYRWhOeUtLMzdoNG9PdTV6NDhadWhLVW1oTzY3bVdnTHI5bU1KcFZzNU1tdmpIMWptVnRHS0hkcjcxcW1VQnk1WXFoNGdSME9RUHV0cjc1a0N2a29ybDNDVzVXZEVKOUZXeUxQSDlMQzVQdXByQTJDRTc3MERBYkpIUQ', 'message': {'type': 0, 'tts': False, 'timestamp': '2024-11-06T20:40:37.797000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1303821367312908393', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Added to queue', 'description': '**``Brazilian Phonk 2024 - Best Brazilian Phonk Songs 2024-2025 (Top Phonk Music 2024 Brazil)``** added to queue by None', 'content_scan_version': 0, 'color': 10938130}], 'edited_timestamp': None, 'content': '', 'components': [{'type': 1, 'id': 1, 'components': [{'type': 2, 'style': 3, 'label': 'return', 'id': 2, 'emoji': {'name': 'return_button', 'id': '1303816930402238546'}, 'custom_id': '50c6c27532da08b70c78ae0b684f61ab'}, {'type': 2, 'style': 4, 'label': 'stop', 'id': 3, 'emoji': {'name': 'stop_button', 'id': '1303776558833467392'}, 'custom_id': 'bb9d47dbcf7902324dcc231320437a12'}, {'type': 2, 'style': 3, 'label': 'pause', 'id': 4, 'emoji': {'name': 'pause_button', 'id': '1303776999864799313'}, 'custom_id': '48e2b502e4186e3392dfa6a591912c22'}, {'type': 2, 'style': 3, 'label': 'skip', 'id': 5, 'emoji': {'name': 'skip_button', 'id': '1303784286603972679'}, 'custom_id': '98dc5183fba2c91a73a3f4edabbe7cb9'}, {'type': 2, 'style': 1, 'label': 'DJ mode', 'id': 6, 'emoji': {'name': 'dj_button', 'id': '1303814947242770436'}, 'custom_id': '71187c0595dc54c330ce13eac833e625'}]}], 'channel_id': '1279049561280872511', 'author': {'username': 'sky', 'public_flags': 0, 'id': '1252996765557194822', 'global_name': None, 'discriminator': '0164', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c17e5c6d99e029cf81f86037d29e38c9'}, 'attachments': []}, 'member': {'user': {'username': 'locxisz', 'public_flags': 4194304, 'id': '978320542195138660', 'global_name': 'ₗₒcₓᵢₛz', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': 'feaf81cb9f375da790cf41c8c37ed527'}, 'unusual_dm_activity_until': None, 'roles': ['1282262866715476041', '1287363671051210785'], 'premium_since': None, 'permissions': '2251799813685247', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-30T12:06:19.030000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'locale': 'fr', 'id': '1303821379245707335', 'guild_locale': 'en-US', 'guild_id': '1279049561280872508', 'guild': {'locale': 'en-US', 'id': '1279049561280872508', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'custom_id': '98dc5183fba2c91a73a3f4edabbe7cb9', 'component_type': 2}, 'context': 0, 'channel_id': '1279049561280872511', 'channel': {'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 0, 'permissions': '2251799813685247', 'parent_id': '1279049561280872509', 'nsfw': False, 'name': 'général', 'last_message_id': '1303821367312908393', 'id': '1279049561280872511', 'icon_emoji': {'name': '👋', 'id': None}, 'guild_id': '1279049561280872508', 'flags': 0}, 'authorizing_integration_owners': {'0': '1279049561280872508'}, 'application_id': '1252996765557194822', 'app_permissions': '2251799813685247'}}
[2024-11-06 21:40:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-11-06 21:40:40] [DEBUG   ] discord.client: Dispatching event interaction
[2024-11-06 21:40:40] [DEBUG   ] discord.client: Dispatching event wavelink_track_end
[2024-11-06 21:40:40] [DEBUG   ] discord.client: Dispatching event wavelink_player_update
[2024-11-06 21:40:40] [DEBUG   ] discord.client: Dispatching event wavelink_player_update
[2024-11-06 21:40:40] [DEBUG   ] discord.client: Dispatching event wavelink_track_start
[2024-11-06 21:40:40] [DEBUG   ] discord.client: Dispatching event wavelink_player_update
[2024-11-06 21:40:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 18, 'op': 0, 'd': {'webhook_id': '1252996765557194822', 'type': 19, 'tts': False, 'timestamp': '2024-11-06T20:40:40.974000+00:00', 'position': 0, 'pinned': False, 'nonce': '1303821376871727104', 'message_reference': {'type': 0, 'message_id': '1303821367312908393', 'guild_id': '1279049561280872508', 'channel_id': '1279049561280872511'}, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'interaction_metadata': {'user': {'username': 'locxisz', 'public_flags': 4194304, 'id': '978320542195138660', 'global_name': 'ₗₒcₓᵢₛz', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': 'feaf81cb9f375da790cf41c8c37ed527'}, 'type': 3, 'interacted_message_id': '1303821367312908393', 'id': '1303821379245707335', 'authorizing_integration_owners': {'0': '1279049561280872508'}}, 'id': '1303821380638474302', 'flags': 64, 'embeds': [], 'edited_timestamp': None, 'content': 'Skipped', 'components': [], 'channel_id': '1279049561280872511', 'author': {'username': 'sky', 'public_flags': 0, 'id': '1252996765557194822', 'global_name': None, 'discriminator': '0164', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c17e5c6d99e029cf81f86037d29e38c9'}, 'attachments': [], 'application_id': '1252996765557194822'}}
[2024-11-06 21:40:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-11-06 21:40:40] [DEBUG   ] discord.client: Dispatching event message
[2024-11-06 21:40:40] [DEBUG   ] discord.webhook.async_: Webhook ID 1303821379245707335 with POST https://discord.com/api/v10/interactions/1303821379245707335/aW50ZXJhY3Rpb246MTMwMzgyMTM3OTI0NTcwNzMzNTozdXRldlRYRWhOeUtLMzdoNG9PdTV6NDhadWhLVW1oTzY3bVdnTHI5bU1KcFZzNU1tdmpIMWptVnRHS0hkcjcxcW1VQnk1WXFoNGdSME9RUHV0cjc1a0N2a29ybDNDVzVXZEVKOUZXeUxQSDlMQzVQdXByQTJDRTc3MERBYkpIUQ/callback has returned status code 204
[2024-11-06 21:40:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 19, 'op': 0, 'd': {'version': 1, 'type': 3, 'token': 'aW50ZXJhY3Rpb246MTMwMzgyMTM5ODcwMzM0MTY0OTpMNGx3VzBqR2RoenlCYm9uRjNBOUtncHpuRlNPbUdFYUhqYmdmR1R4QlB3cmZ1MnEyM0hQYUw4UUdERk1zSEJJemJ6THp1a25IWVg5NGdjS3NiZUN3SzE0MlpCZGRPUW9EM04wYUFFUm5ESlVPQ0N1N01UTzBya2VFMzZWQlNlOA', 'message': {'type': 0, 'tts': False, 'timestamp': '2024-11-06T20:40:37.797000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1303821367312908393', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Added to queue', 'description': '**``Brazilian Phonk 2024 - Best Brazilian Phonk Songs 2024-2025 (Top Phonk Music 2024 Brazil)``** added to queue by None', 'content_scan_version': 0, 'color': 10938130}], 'edited_timestamp': None, 'content': '', 'components': [{'type': 1, 'id': 1, 'components': [{'type': 2, 'style': 3, 'label': 'return', 'id': 2, 'emoji': {'name': 'return_button', 'id': '1303816930402238546'}, 'custom_id': '50c6c27532da08b70c78ae0b684f61ab'}, {'type': 2, 'style': 4, 'label': 'stop', 'id': 3, 'emoji': {'name': 'stop_button', 'id': '1303776558833467392'}, 'custom_id': 'bb9d47dbcf7902324dcc231320437a12'}, {'type': 2, 'style': 3, 'label': 'pause', 'id': 4, 'emoji': {'name': 'pause_button', 'id': '1303776999864799313'}, 'custom_id': '48e2b502e4186e3392dfa6a591912c22'}, {'type': 2, 'style': 3, 'label': 'skip', 'id': 5, 'emoji': {'name': 'skip_button', 'id': '1303784286603972679'}, 'custom_id': '98dc5183fba2c91a73a3f4edabbe7cb9'}, {'type': 2, 'style': 1, 'label': 'DJ mode', 'id': 6, 'emoji': {'name': 'dj_button', 'id': '1303814947242770436'}, 'custom_id': '71187c0595dc54c330ce13eac833e625'}]}], 'channel_id': '1279049561280872511', 'author': {'username': 'sky', 'public_flags': 0, 'id': '1252996765557194822', 'global_name': None, 'discriminator': '0164', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c17e5c6d99e029cf81f86037d29e38c9'}, 'attachments': []}, 'member': {'user': {'username': 'locxisz', 'public_flags': 4194304, 'id': '978320542195138660', 'global_name': 'ₗₒcₓᵢₛz', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': 'feaf81cb9f375da790cf41c8c37ed527'}, 'unusual_dm_activity_until': None, 'roles': ['1282262866715476041', '1287363671051210785'], 'premium_since': None, 'permissions': '2251799813685247', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-30T12:06:19.030000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'locale': 'fr', 'id': '1303821398703341649', 'guild_locale': 'en-US', 'guild_id': '1279049561280872508', 'guild': {'locale': 'en-US', 'id': '1279049561280872508', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'custom_id': '98dc5183fba2c91a73a3f4edabbe7cb9', 'component_type': 2}, 'context': 0, 'channel_id': '1279049561280872511', 'channel': {'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 0, 'permissions': '2251799813685247', 'parent_id': '1279049561280872509', 'nsfw': False, 'name': 'général', 'last_message_id': '1303821367312908393', 'id': '1279049561280872511', 'icon_emoji': {'name': '👋', 'id': None}, 'guild_id': '1279049561280872508', 'flags': 0}, 'authorizing_integration_owners': {'0': '1279049561280872508'}, 'application_id': '1252996765557194822', 'app_permissions': '2251799813685247'}}
[2024-11-06 21:40:45] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-11-06 21:40:45] [DEBUG   ] discord.client: Dispatching event interaction
[2024-11-06 21:40:45] [DEBUG   ] discord.client: Dispatching event wavelink_track_end
[2024-11-06 21:40:45] [DEBUG   ] discord.webhook.async_: Webhook ID 1303821398703341649 with POST https://discord.com/api/v10/interactions/1303821398703341649/aW50ZXJhY3Rpb246MTMwMzgyMTM5ODcwMzM0MTY0OTpMNGx3VzBqR2RoenlCYm9uRjNBOUtncHpuRlNPbUdFYUhqYmdmR1R4QlB3cmZ1MnEyM0hQYUw4UUdERk1zSEJJemJ6THp1a25IWVg5NGdjS3NiZUN3SzE0MlpCZGRPUW9EM04wYUFFUm5ESlVPQ0N1N01UTzBya2VFMzZWQlNlOA/callback has returned status code 204
[2024-11-06 21:40:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 20, 'op': 0, 'd': {'webhook_id': '1252996765557194822', 'type': 19, 'tts': False, 'timestamp': '2024-11-06T20:40:45.546000+00:00', 'position': 0, 'pinned': False, 'nonce': '1303821396299743232', 'message_reference': {'type': 0, 'message_id': '1303821367312908393', 'guild_id': '1279049561280872508', 'channel_id': '1279049561280872511'}, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'interaction_metadata': {'user': {'username': 'locxisz', 'public_flags': 4194304, 'id': '978320542195138660', 'global_name': 'ₗₒcₓᵢₛz', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': 'feaf81cb9f375da790cf41c8c37ed527'}, 'type': 3, 'interacted_message_id': '1303821367312908393', 'id': '1303821398703341649', 'authorizing_integration_owners': {'0': '1279049561280872508'}}, 'id': '1303821399814836307', 'flags': 64, 'embeds': [], 'edited_timestamp': None, 'content': 'Skipped', 'components': [], 'channel_id': '1279049561280872511', 'author': {'username': 'sky', 'public_flags': 0, 'id': '1252996765557194822', 'global_name': None, 'discriminator': '0164', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c17e5c6d99e029cf81f86037d29e38c9'}, 'attachments': [], 'application_id': '1252996765557194822'}}
[2024-11-06 21:40:45] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-11-06 21:40:45] [DEBUG   ] discord.client: Dispatching event message
[2024-11-06 21:40:45] [DEBUG   ] discord.client: Dispatching event wavelink_player_update
[2024-11-06 21:40:45] [DEBUG   ] discord.client: Dispatching event wavelink_player_update
[2024-11-06 21:40:45] [DEBUG   ] discord.client: Dispatching event wavelink_track_start
[2024-11-06 21:40:45] [DEBUG   ] discord.client: Dispatching event wavelink_player_update
